,reported_on,sighted_on,description,duration,municipality,state,country,latitude,longitude,shape,url,caption,object
47821,2013-06-03 10:35:00,1995-07-16 07:00:00,"Viewing Distance Unknown, N/A",, Rochester,, United States, 44.02340, -92.46295,,,,
47822,2013-06-03 12:57:00,2013-06-03 05:10:00,Viewing Distance Unknown,, Pittsburg,, United States, 37.41923, -94.69902,,,,
47823,2013-06-03 17:46:00,2013-03-05 07:10:00,Viewing Distance Over One Mile,, Georgetown,, Guyana, 6.80461, -58.15483,,,,
47824,2013-06-03 18:12:00,2013-05-26 05:30:00,Viewing Distance Over One Mile,, Monroe City,, United States, 39.55510, -91.66338,,,,
47825,2013-06-03 19:07:00,2013-06-01 11:24:00,Viewing Distance Over One Mile,, Waterbury,, United States, 41.56312, -73.05030,,,,
47826,2013-06-03 20:58:00,2013-05-28 01:00:00,Viewing Distance Unknown,0 days 00:02:00.000000000, Hartford,, United States, 41.79506, -72.69680, Bullet,,,
47827,2013-06-03 21:09:00,2011-03-11 08:00:00,Viewing Distance 21-100 Feet,0 days 00:20:00.000000000, Harvey,, United States, 29.86697, -90.05958, Disc,,,
47828,2013-06-03 21:16:00,2013-06-02 05:30:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:10:00.000000000, Derby,, United States, 41.30406, -73.06914, Unknown,,,
47829,2013-06-03 22:14:00,2013-06-03 18:00:00,Viewing Distance Unknown,0 days 01:00:00.000000000, Quilmes,, Argentina, -34.72308, -58.25258, Sphere,,,
47831,2013-06-03 23:15:00,1983-09-18 07:00:00,"Viewing Distance 20 Feet or Less, 21-100 Feet",0 days 00:02:00.000000000, Santa Rosa,, United States, 38.45340, -122.67326, Triangle,,,
47832,2013-06-03 23:39:00,2013-06-03 05:53:00,Viewing Distance 20 Feet or Less,0 days 00:29:12.000000000, Brentwood,, United States, 38.62009, -90.34435, Circle,,,
47833,2013-06-03 23:56:00,1959-10-15 08:00:00,Viewing Distance Unknown,, Tripoli,, Libya, 32.87796, 13.19638,,,,
47834,2013-06-04 03:15:00,2013-06-01 08:12:00,Viewing Distance 101-500 Feet,, Port Colborne,, Canada, 42.85105, -79.19327,,,,
47835,2013-06-04 03:25:00,2013-06-03 07:00:00,Viewing Distance Unknown,, Madison,, United States, 43.07852, -89.39775,,,,
47836,2013-06-04 03:41:00,2012-07-10 04:59:00,Viewing Distance 20 Feet or Less,0 days 01:04:07.000000000, Placentia,, United States, 33.87703, -117.86684, Egg,,,
47837,2013-06-04 05:21:00,2011-11-11 10:30:00,Viewing Distance 20 Feet or Less,0 days 00:02:00.000000000, Bartow,, United States, 27.92241, -81.86767, Circle,,,
47838,2013-06-04 05:31:00,2013-06-02 04:45:00,Viewing Distance 501 Feet - 1 Mile,, Greensburg,, United States, 40.27885, -79.61024,,,,
47839,2013-06-04 05:44:00,2013-05-26 06:00:00,Viewing Distance Unknown,, Long Beach Township,, United States, 39.58567, -74.22714,,,,
47840,2013-06-04 05:51:00,2013-06-04 03:16:00,Viewing Distance Over One Mile,, Mississauga,, Canada, 43.67881, -79.67792,,,,
47841,2013-06-04 05:53:00,2013-06-04 05:30:00,Viewing Distance 501 Feet - 1 Mile,, Steubenville,, United States, 40.37911, -80.73034,,,,
47842,2013-06-04 06:06:00,2013-06-02 03:30:00,Viewing Distance 20 Feet or Less,, Chandler,, United States, 33.24232, -111.77743,,,,
47843,2013-06-04 06:07:00,2013-06-03 07:00:00,Viewing Distance Unknown,, Philadelphia,, United States, 40.05709, -75.04007,,,,
47844,2013-06-04 06:16:00,2013-06-02 04:47:00,Viewing Distance Unknown,0 days 00:01:30.000000000, King Ferry,, United States, 42.65561, -76.66049, Circle,,,
47845,2013-06-04 07:17:00,2013-06-04 05:06:00,Viewing Distance Over One Mile,, El Paso,, United States, 31.76194, -106.47874,,,,
47846,2013-06-04 07:18:00,2013-06-04 04:33:00,Viewing Distance Over One Mile,, Gadsden,, United States, 34.01393, -86.04237,,,,
47847,2013-06-04 07:31:00,2000-06-15 07:00:00,Viewing Distance Unknown,, Piçarras,, Brazil, -26.75801, -48.67542,,,,
47848,2013-06-04 07:45:00,2013-06-04 03:20:00,Viewing Distance Unknown,, La Habra,, United States, 33.93549, -117.93904,,,,
47849,2013-06-04 08:04:00,1995-03-11 06:30:00,Viewing Distance 101-500 Feet,, Curitiba,, Brazil, -25.42151, -49.27186,,,,
47850,2013-06-04 09:10:00,2013-06-04 05:30:00,Viewing Distance Unknown,, Warren,, United States, 41.24726, -80.76710,,,,
47851,2013-06-04 09:14:00,2012-10-16 03:50:00,Viewing Distance Over One Mile,, Geyserville,, United States, 38.70748, -122.90276,,,,
47852,2013-06-04 10:26:00,2013-06-04 05:50:00,Viewing Distance Over One Mile,0 days 00:05:00.000000000, Fayetteville,, United States, 43.02330, -76.02082, Sphere,,,
47853,2013-06-04 10:31:00,2013-06-04 04:20:00,Viewing Distance 20 Feet or Less,, Florence,, United States, 34.80611, -87.66948,,,,
47854,2013-06-04 10:41:00,2013-06-03 09:18:00,Viewing Distance Unknown,, Illinois,, 40.63463, -89.39065,,,,,
47855,2013-06-04 11:50:00,2013-06-03 00:00:00,Viewing Distance 21-100 Feet,, New York,, United States, 40.65990, -73.96910,,,,
47856,2013-06-04 12:38:00,2013-05-25 07:00:00,Viewing Distance Unknown,, Palmdale,, United States, 34.58812, -118.06323,,,,
47857,2013-06-04 12:57:00,1998-10-15 07:00:00,Viewing Distance Unknown,, Bon Aqua,, United States, 35.99643, -87.44206,,,,
47858,2013-06-04 13:36:00,2013-06-04 09:00:00,Viewing Distance Unknown,, Carcroft,, 53.58738, -1.17574,,,,,
47859,2013-06-04 13:40:00,2012-11-20 08:00:00,Viewing Distance N/A,, Edinburg,, United States, 26.30994, -98.15533,,,,
47860,2013-06-04 16:51:00,2011-08-12 07:00:00,Viewing Distance Unknown,, Nevada,, 38.80609, -116.41401,,,,,
47861,2013-06-04 16:55:00,2013-06-04 07:00:00,Viewing Distance 21-100 Feet,0 days 00:15:00.000000000, Derby,, United Kingdom, 52.92742, -1.46772, Circle,,,
47862,2013-06-04 17:49:00,2013-05-25 07:00:00,Viewing Distance Over One Mile,, Mahwah,, United States, 41.07159, -74.17661,,,,
47863,2013-06-04 20:24:00,2013-05-25 03:32:00,Viewing Distance 501 Feet - 1 Mile,, Aventura,, United States, 25.95537, -80.12804,,,,
47864,2013-06-04 22:25:00,2013-06-04 05:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:10:00.000000000, San Pablo,, United States, 37.98337, -122.32106, Star-like,,,
47865,2013-06-04 23:36:00,2013-05-31 02:15:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",, Springdale,, United States, 37.18887, -112.99855,,,,
